,YEAR,PERIOD,SEND DATE,ENTITY CODE,ENTITY,LINE CODE,INTERVENTION LINE,SERVICE CODE,SERVICE NAME,DEPARTMENT,PROVINCE,DISTRICT,CENTER_CODE,NAME OF CARE CENTER,relational link,no cases
175,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA METROPOLITANA,LIMA,LURIGANCHO,CEM223,CHOSICA,KNOWN,0.0
176,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA METROPOLITANA,LIMA,LURIGANCHO,COM155,COMISARIA HUACHIPA,KNOWN,0.0
177,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA METROPOLITANA,LIMA,LURIN,COM036,COMISARIA LURIN,KNOWN,0.0
178,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,SAU001,LIMA,KNOWN,0.0
179,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,CEM109,VILLA EL SALVADOR,KNOWN,0.0
180,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA PROVINCIA,CAÃETE,SAN ANTONIO,COM083,COMISARIA SAN ANTONIO - CAÃETE,KNOWN,0.0
181,2023,ENE - JUL,15/08/2023,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,LIMA PROVINCIA,HUARAL,HUARAL,CEM124,HUARAL,KNOWN,0.0
0,2012,ENE - DIC,05/01/2014,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA DEPARTAMENTO,,,,,UNKNOWN,0.0
1,2013,ENE - DIC,05/01/2014,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA DEPARTAMENTO,,,,,UNKNOWN,0.0
2,2014,ENE - DIC,10/01/2015,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA DEPARTAMENTO,,,,,UNKNOWN,0.0
3,2015,ENE - DIC,11/01/2016,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA DEPARTAMENTO,,,,,UNKNOWN,0.0
4,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,CAÃETE,IMPERIAL,CEM013,IMPERIAL,UNKNOWN,1.0
5,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,CARABAYLLO,CEM014,CARABAYLLO,UNKNOWN,0.0
6,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,EL AGUSTINO,CEM032,EL AGUSTINO,UNKNOWN,0.0
7,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,ATE,CEM045,HUAYCAN,UNKNOWN,0.0
8,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LIMA,CEM060,LIMA,UNKNOWN,1.0
9,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LOS OLIVOS,CEM061,LOS OLIVOS,UNKNOWN,0.0
10,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,CEM076,SAN JUAN DE MIRAFLORES,UNKNOWN,0.0
11,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA MOLINA,CEM087,LA MOLINA,UNKNOWN,0.0
12,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM088,SAN JUAN DE LURIGANCHO,UNKNOWN,0.0
13,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,CEM089,SAN MARTIN DE PORRES,UNKNOWN,1.0
14,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SURQUILLO,CEM097,SURQUILLO,UNKNOWN,0.0
15,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,CEM109,VILLA EL SALVADOR,UNKNOWN,0.0
16,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,CEM110,VILLA MARIA DEL TRIUNFO,UNKNOWN,1.0
17,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,CEM122,PUENTE PIEDRA,UNKNOWN,0.0
18,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,HUARAL,HUARAL,CEM124,HUARAL,UNKNOWN,0.0
19,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,BARRANCA,BARRANCA,CEM155,BARRANCA,UNKNOWN,0.0
20,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LURIGANCHO,CEM223,CHOSICA,UNKNOWN,0.0
21,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM236,ZARATE,UNKNOWN,0.0
22,2016,ENE - DIC,13/01/2017,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA VICTORIA,CEM241,LA VICTORIA,UNKNOWN,0.0
23,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,CAÃETE,IMPERIAL,CEM013,IMPERIAL,UNKNOWN,0.0
24,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,CARABAYLLO,CEM014,CARABAYLLO,UNKNOWN,0.0
25,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,COMAS,CEM029,COMAS,UNKNOWN,0.0
26,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,EL AGUSTINO,CEM032,EL AGUSTINO,UNKNOWN,0.0
27,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,CEM050,INDEPENDENCIA,UNKNOWN,0.0
28,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN LUIS,CEM058,SAN LUIS,UNKNOWN,0.0
29,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,CEM076,SAN JUAN DE MIRAFLORES,UNKNOWN,0.0
30,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA MOLINA,CEM087,LA MOLINA,UNKNOWN,0.0
31,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM088,SAN JUAN DE LURIGANCHO,UNKNOWN,0.0
32,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,CEM096,SURCO,UNKNOWN,0.0
33,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SURQUILLO,CEM097,SURQUILLO,UNKNOWN,0.0
34,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,CEM109,VILLA EL SALVADOR,UNKNOWN,0.0
35,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,CEM110,VILLA MARIA DEL TRIUNFO,UNKNOWN,0.0
36,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,CEM122,PUENTE PIEDRA,UNKNOWN,0.0
37,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,HUARAL,HUARAL,CEM124,HUARAL,UNKNOWN,0.0
38,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,RIMAC,CEM145,RIMAC,UNKNOWN,0.0
39,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SANTA ROSA,CEM210,SANTA ROSA,UNKNOWN,0.0
40,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LURIGANCHO,CEM223,CHOSICA,UNKNOWN,0.0
41,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA VICTORIA,CEM241,LA VICTORIA,UNKNOWN,0.0
42,2017,ENE - DIC,16/01/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,CHORRILLOS,COM008,COMISARIA CHORRILLOS,UNKNOWN,0.0
43,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,CAÃETE,IMPERIAL,CEM013,IMPERIAL,UNKNOWN,0.0
44,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,COMAS,CEM029,COMAS,UNKNOWN,0.0
45,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,EL AGUSTINO,CEM032,EL AGUSTINO,UNKNOWN,0.0
46,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,ATE,CEM045,HUAYCAN,UNKNOWN,0.0
47,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,CEM050,INDEPENDENCIA,UNKNOWN,0.0
48,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LIMA,CEM060,LIMA,UNKNOWN,1.0
49,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA MOLINA,CEM087,LA MOLINA,UNKNOWN,0.0
50,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM088,SAN JUAN DE LURIGANCHO,UNKNOWN,0.0
51,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,CEM089,SAN MARTIN DE PORRES,UNKNOWN,1.0
52,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,CEM109,VILLA EL SALVADOR,UNKNOWN,0.0
53,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,HUARAL,HUARAL,CEM124,HUARAL,UNKNOWN,0.0
54,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,RIMAC,CEM145,RIMAC,UNKNOWN,0.0
55,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA PROVINCIA,BARRANCA,BARRANCA,CEM155,BARRANCA,UNKNOWN,0.0
56,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,CEM236,ZARATE,UNKNOWN,0.0
57,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,LA VICTORIA,CEM241,LA VICTORIA,UNKNOWN,0.0
58,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN MIGUEL,CEM242,SAN MIGUEL - LIMA,UNKNOWN,0.0
59,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,CHORRILLOS,COM008,CHORRILLOS,UNKNOWN,0.0
60,2018,ENE - DIC,31/12/2018,ENT001,PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL,LIN001,ATENCIÃN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER005,REGISTRO DE FEMINICIDIO,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,COM011,CANTO REY,UNKNOWN,0.0
