YEAR,PERIOD,SEND DATE,ENTITY CODE,ENTITY,LINE CODE,INTERVENTION LINE,SERVICE CODE,SERVICE NAME,UBIGEO,DEPARTMENT,PROVINCE,DISTRICT,CARE CENTER CODE,CARE CENTER NAME,EMC NO.,N° CASES ATTENDED-TOTAL,N° CASES ATTENDED - MEN - TOTAL,N° CASES ATTENDED - WOMEN - TOTAL,N° CASES ATTENDED - PSYCHOLOGICAL VIOLENCE,N° CASES ATTENDED - PHYSICAL VIOLENCE,N° CASES ATTENDED - SEXUAL VIOLENCE,N° CASES ATTENDED - ECONOMIC OR PATRIMONIAL VIOLENCE,N° CASES ATTENDED - 0_5 - TOTAL,N° CASES ATTENDED - 0_5 - MEN,N° CASOS ATENDIDOS - 0_5 - MUJERES,N° CASES ATTENDED - 6_11 - TOTAL,N° CASES ATTENDED - 6_11 - MEN,N° CASES ATTENDED - 6_11 - WOMEN,N° CASES ATTENDED - 12_17 - TOTAL,N° CASES ATTENDED - 12_17 - MEN,N° CASES ATTENDED - 12_17 - WOMEN,N° CASES ATTENDED - 18_25 - TOTAL,N° CASES ATTENDED - 18_25 - MEN,N° CASES ATTENDED - 18_25 - WOMEN,N° CASES ATTENDED - 18_29 - TOTAL,N° CASES ATTENDED - 18_29 - MEN,N° CASES ATTENDED - 18_29 - WOMEN,N° CASES ATTENDED - 26_35 - TOTAL,N° CASES ATTENDED - 26_35 - MEN,N° CASES ATTENDED - 26_35 - WOMEN,N° CASES ATTENDED - 36_45 - TOTAL,N° CASES ATTENDED - 36_45 - MEN,N° CASES ATTENDED - 36_45 - WOMEN,N° CASES ATTENDED - 30_59 - TOTAL,N° CASES ATTENDED - 30_59 - MEN,N° CASES ATTENDED - 30_59 - WOMEN,N° CASES ATTENDED - 46_59 - TOTAL,N° CASES ATTENDED - 46_59 - MEN,N° CASES ATTENDED - 46_59 - WOMEN,N° CASES ATTENDED - 60_MORE - TOTAL,N° CASES ATTENDED - 60_MORE - MEN,N° CASES ATTENDED - 60_MORE - WOMEN,NUMBER OF ACTIVITIES - TOTAL
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150801,LIMA PROVINCIAS,HUAURA,HUACHO,COM047,CEM COMISARÍA HUACHO,1,923,128,795,389,483,46,5,28,11,17,58,29,29,102,29,73,,,,285,12,273,,,,,,,392,28,364,,,,58,19,39,"17,731"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150716,LIMA PROVINCIAS,HUAROCHIRI,SAN ANTONIO,COM048,CEM COMISARÍA JICAMARCA,1,853,64,789,336,382,132,3,22,9,13,54,20,34,127,21,106,,,,248,4,244,,,,,,,385,9,376,,,,17,1,16,"14,974"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,COM049,CEM COMISARÍA PUERTO BERMUDEZ,1,228,34,194,91,93,42,2,14,9,5,48,9,39,42,10,32,,,,49,0,49,,,,,,,72,5,67,,,,3,1,2,"3,189"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150103,LIMA METROPOLITANA,LIMA,ATE,COM050,CEM COMISARÍA SANTA CLARA,1,"1,039",148,891,466,493,76,4,46,19,27,118,62,56,137,28,109,,,,293,9,284,,,,,,,416,20,396,,,,29,10,19,"23,489"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40107,AREQUIPA,AREQUIPA,JACOBO HUNTER,COM051,CEM COMISARÍA ANDRES AVELINO CACERES,1,329,54,275,209,86,31,3,22,13,9,54,19,35,44,10,34,,,,45,1,44,,,,,,,136,6,130,,,,28,5,23,"8,280"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150201,LIMA PROVINCIAS,BARRANCA,BARRANCA,COM052,CEM COMISARÍA BARRANCA,1,354,50,304,160,179,15,0,9,5,4,33,16,17,23,4,19,,,,103,1,102,,,,,,,168,17,151,,,,18,7,11,"6,685"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40501,AREQUIPA,CAYLLOMA,CHIVAY,COM053,CEM COMISARÍA CHIVAY,1,169,27,142,70,90,9,0,6,3,3,10,3,7,11,4,7,,,,37,5,32,,,,,,,89,9,80,,,,16,3,13,"5,933"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,COM054,CEM COMISARÍA DE FAMILIA CANTO REY,1,269,37,232,125,105,39,0,13,4,9,25,14,11,40,8,32,,,,64,0,64,,,,,,,117,10,107,,,,10,1,9,"3,471"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,COM055,CEM COMISARÍA SAN ANTONIO,1,167,24,143,88,63,12,4,8,3,5,24,17,7,16,3,13,,,,46,0,46,,,,,,,71,1,70,,,,2,0,2,"6,288"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80106,CUSCO,CUSCO,SANTIAGO,COM056,CEM COMISARÍA SANTIAGO,1,613,75,538,295,290,28,0,13,4,9,33,11,22,32,10,22,,,,172,4,168,,,,,,,308,27,281,,,,55,19,36,"13,624"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,70101,CALLAO,CALLAO,CALLAO,COM057,CEM COMISARÍA SAN JUAN INGUNZA VALDIVIA,1,340,46,294,121,165,54,0,12,10,2,41,13,28,39,7,32,,,,93,2,91,,,,,,,127,9,118,,,,28,5,23,"6,205"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,COM058,CEM COMISARÍA LA MOLINA,1,242,45,197,51,140,51,0,12,4,8,39,15,24,34,15,19,,,,43,3,40,,,,,,,101,3,98,,,,13,5,8,"2,886"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,COM059,CEM COMISARÍA APOLO,1,267,35,232,103,127,36,1,8,3,5,16,7,9,20,5,15,,,,85,3,82,,,,,,,120,12,108,,,,18,5,13,"4,023"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,20801,ÁNCASH,CASMA,CASMA,COM060,CEM COMISARÍA CASMA,1,320,65,255,145,151,24,0,27,15,12,47,25,22,46,11,35,,,,85,2,83,,,,,,,96,5,91,,,,19,7,12,"7,461"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120801,JUNÍN,YAULI,LA OROYA,COM061,CEM COMISARÍA LA OROYA,1,176,25,151,64,102,10,0,15,5,10,19,13,6,20,4,16,,,,50,1,49,,,,,,,68,1,67,,,,4,1,3,"2,133"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,110102,ICA,ICA,LA TINGUIÑA,COM062,CEM COMISARÍA LA TINGUIÑA,1,179,30,149,69,92,18,0,5,4,1,11,6,5,22,12,10,,,,45,1,44,,,,,,,87,3,84,,,,9,4,5,"3,411"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,COM063,CEM COMISARÍA PUENTE PIEDRA,1,661,89,572,320,266,71,4,31,10,21,88,43,45,66,20,46,,,,163,2,161,,,,,,,289,6,283,,,,24,8,16,"8,225"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80101,CUSCO,CUSCO,CUSCO,COM064,CEM COMISARÍA TAHUANTINSUYO,1,330,56,274,163,155,11,1,2,1,1,20,12,8,22,5,17,,,,81,6,75,,,,,,,180,21,159,,,,25,11,14,"4,804"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,220101,SAN MARTÍN,MOYOBAMBA,MOYOBAMBA,COM065,CEM COMISARÍA UCHUGLLA,1,194,34,160,98,84,12,0,15,8,7,33,16,17,23,2,21,,,,53,4,49,,,,,,,66,4,62,,,,4,0,4,"1,849"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,40103,AREQUIPA,AREQUIPA,CAYMA,COM066,CEM COMISARÍA ACEQUIA ALTA,1,509,117,392,324,163,21,1,43,21,22,70,33,37,59,22,37,,,,88,7,81,,,,,,,206,19,187,,,,43,15,28,"10,818"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,COM067,CEM COMISARÍA HUACHOCOLPA,1,30,2,28,18,11,1,0,0,0,0,3,2,1,3,0,3,,,,10,0,10,,,,,,,14,0,14,,,,0,0,0,894
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,70101,CALLAO,CALLAO,CALLAO,COM068,CEM COMISARÍA PLAYA RIMAC,1,162,29,133,80,59,23,0,8,4,4,23,9,14,16,4,12,,,,31,0,31,,,,,,,73,6,67,,,,11,6,5,"2,146"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,COM069,CEM COMISARÍA SAN ISIDRO,1,228,47,181,118,75,34,1,20,11,9,21,12,9,26,11,15,,,,44,1,43,,,,,,,95,6,89,,,,22,6,16,"4,063"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120133,JUNÍN,HUANCAYO,SAPALLANGA,COM070,CEM COMISARÍA SAPALLANGA,1,316,60,256,93,191,32,0,22,7,15,46,24,22,69,21,48,,,,66,1,65,,,,,,,103,3,100,,,,10,4,6,"6,873"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,COM071,CEM COMISARÍA SECTORIAL BUENOS AIRES,1,552,90,462,303,233,15,1,17,9,8,29,17,12,39,9,30,,,,166,18,148,,,,,,,272,26,246,,,,29,11,18,"7,349"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,140115,LAMBAYEQUE,CHICLAYO,SAÑA,COM072,CEM COMISARÍA ZAÑA,1,134,13,121,56,71,7,0,3,3,0,10,6,4,15,1,14,,,,38,1,37,,,,,,,64,2,62,,,,4,0,4,"2,403"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,120401,JUNÍN,JAUJA,JAUJA,COM073,CEM COMISARÍA JAUJA,1,197,20,177,86,90,21,0,15,5,10,19,6,13,23,7,16,,,,52,1,51,,,,,,,80,0,80,,,,8,1,7,"3,660"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,210201,PUNO,AZANGARO,AZANGARO,COM074,CEM COMISARÍA AZANGARO,1,159,17,142,36,111,8,4,3,3,0,10,3,7,25,5,20,,,,39,2,37,,,,,,,69,2,67,,,,13,2,11,"2,688"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,190113,PASCO,PASCO,YANACANCHA,COM075,CEM COMISARÍA DE FAMILIA YANACANCHA,1,110,11,99,29,71,10,0,0,0,0,8,3,5,19,1,18,,,,44,4,40,,,,,,,39,3,36,,,,0,0,0,"2,167"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,190109,PASCO,PASCO,SIMON BOLIVAR,COM076,CEM COMISARÍA LA ESPERANZA,1,39,6,33,10,26,3,0,1,0,1,3,1,2,6,3,3,,,,12,0,12,,,,,,,16,2,14,,,,1,0,1,579
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,COM077,CEM COMISARÍA LAMBAYEQUE,1,301,44,257,145,142,14,0,13,9,4,27,15,12,45,12,33,,,,76,0,76,,,,,,,123,3,120,,,,17,5,12,"6,975"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150104,LIMA METROPOLITANA,LIMA,BARRANCO,COM078,CEM COMISARÍA BARRANCO,1,128,26,102,60,45,23,0,6,2,4,21,9,12,26,7,19,,,,25,1,24,,,,,,,39,5,34,,,,11,2,9,"2,112"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30101,APURÍMAC,ABANCAY,ABANCAY,COM079,CEM COMISARÍA BELLAVISTA,1,127,9,118,47,79,1,0,1,0,1,3,2,1,11,2,9,,,,43,1,42,,,,,,,65,2,63,,,,4,2,2,"3,766"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,30104,APURÍMAC,ABANCAY,CURAHUASI,COM080,CEM COMISARÍA CURAHUASI,1,130,23,107,60,66,2,2,8,5,3,12,7,5,15,6,9,,,,28,3,25,,,,,,,56,1,55,,,,11,1,10,"1,692"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,COM081,CEM COMISARÍA FLORENCIA DE MORA,1,95,15,80,28,55,12,0,3,1,2,18,9,9,12,3,9,,,,23,0,23,,,,,,,30,1,29,,,,9,1,8,"3,052"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150116,LIMA METROPOLITANA,LIMA,LINCE,COM082,CEM COMISARÍA LINCE,1,162,26,136,78,68,16,0,13,4,9,19,10,9,19,5,14,,,,37,3,34,,,,,,,55,1,54,,,,19,3,16,"3,103"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150513,LIMA PROVINCIAS,CAÑETE,SAN ANTONIO,COM083,CEM COMISARÍA SAN ANTONIO - CAÑETE,1,134,26,108,61,70,3,0,3,0,3,14,9,5,13,10,3,,,,33,2,31,,,,,,,68,4,64,,,,3,1,2,993
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,110507,ICA,PISCO,SAN CLEMENTE,COM084,CEM COMISARÍA SAN MIGUEL - PISCO,1,98,10,88,36,51,11,0,6,4,2,8,2,6,9,2,7,,,,30,1,29,,,,,,,40,1,39,,,,5,0,5,"1,138"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,150501,LIMA PROVINCIAS,CAÑETE,SAN VICENTE DE CAÑETE,COM085,CEM COMISARÍA SAN VICENTE DE CAÑETE,1,167,19,148,60,94,13,0,2,0,2,14,4,10,24,5,19,,,,41,1,40,,,,,,,81,9,72,,,,5,0,5,"2,249"
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,COM086,CEM COMISARÍA TOURNAVISTA,1,30,0,30,4,9,17,0,0,0,0,8,0,8,10,0,10,,,,4,0,4,,,,,,,8,0,8,,,,0,0,0,285
2018,ENE - DIC,15/01/2019,ENT001,PROGRAMA NACIONAL PARA LA PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA CONTRA LA MUJER E INTEGRANTES DEL GRUPO FAMILIAR,LIN001,ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA,SER001,CENTRO EMERGENCIA MUJER,80104,CUSCO,CUSCO,SAN JERONIMO,COM087,CEM COMISARÍA SAN JERONIMO,1,166,16,150,59,96,11,0,0,0,0,6,2,4,11,2,9,,,,46,1,45,,,,,,,103,11,92,,,,0,0,0,"2,481"
